Date,From,To,Flight_Number,Airline,Distance,Duration,Seat,Seat_Type,Class,Reason,Plane,Registration,Trip,Note,From_OID,To_OID,Airline_OID,Plane_OID
- -,YYZ,SAN,Air Canada (AC),Air Canada,2151,04:48,,,,,319,,,"Direct",193,3731,330
- -,YYZ,SCL,Air Canada (AC),Air Canada,5351,11:12,,,,,763,,,"Direct",193,2650,330
- -,YYZ,SEA,Air Canada (AC),Air Canada,2053,04:36,,,,,E90,,,"Direct",193,3577,330
- -,YYZ,SFO,Air Canada (AC),Air Canada,2252,05:00,,,,,320,,,"Direct",193,3469,330
- -,YYZ,SFO,United Airlines (UA),United Airlines,2252,05:00,,,,,320,,,"Codeshare",193,3469,5209
- -,YYZ,SJO,Air Canada (AC),Air Canada,2342,05:11,,,,,319,,,"Direct",193,1885,330
- -,YYZ,SJU,WestJet (WS),WestJet,1914,04:19,,,,,73W,,,"Direct",193,2890,5416
- -,YYZ,SNU,Air Canada (AC),Air Canada,1463,03:25,,,,,319,,,"Direct",193,1918,330
- -,YYZ,SNU,Cubana de Aviación (CU),Cubana de Aviación,1463,03:25,,,,,320,,,"Direct",193,1918,1936
- -,YYZ,SNU,Air Transat (TS),Air Transat,1463,03:25,,,,,738,,,"Codeshare",193,1918,1317
- -,YYZ,SNU,WestJet (WS),WestJet,1463,03:25,,,,,73W,,,"Direct",193,1918,5416
- -,YYZ,STL,Air Canada (AC),Air Canada,652,01:48,,,,,CRJ,,,"Codeshare",193,3678,330
- -,YYZ,STL,United Airlines (UA),United Airlines,652,01:48,,,,,CRJ,,,"Codeshare",193,3678,5209
- -,YYZ,SVO,Aeroflot Russian Airlines (SU),Aeroflot Russian Airlines,4636,09:46,,,,,763,,,"Direct",193,2985,130
- -,YYZ,SXM,WestJet (WS),WestJet,2014,04:31,,,,,73W,,,"Direct",193,2899,5416
- -,YYZ,SYR,Air Canada (AC),Air Canada,181,00:51,,,,,BEH,,,"Codeshare",193,3745,330
- -,YYZ,TLV,Air Canada (AC),Air Canada,5772,12:02,,,,,763,,,"Direct",193,1590,330
- -,YYZ,TLV,El Al Israel Airlines (LY),El Al Israel Airlines,5772,12:02,,,,,763,,,"Direct",193,1590,2150
- -,YYZ,TPA,Air Canada (AC),Air Canada,1096,02:41,,,,,319,,,"Direct",193,3646,330
- -,YYZ,TPA,WestJet (WS),WestJet,1096,02:41,,,,,73W 736,,,"Direct",193,3646,5416
- -,YYZ,TPE,EVA Air (BR),EVA Air,7501,15:30,,,,,77W,,,"Direct",193,2276,2091
- -,YYZ,UVF,Air Canada (AC),Air Canada,2344,05:11,,,,,319,,,"Direct",193,2894,330
- -,YYZ,UVF,WestJet (WS),WestJet,2344,05:11,,,,,73W,,,"Direct",193,2894,5416
- -,YYZ,VCE,Air Transat (TS),Air Transat,4256,09:00,,,,,310,,,"Direct",193,1551,1317
- -,YYZ,VIE,Air Canada (AC),Air Canada,4315,09:07,,,,,763,,,"Codeshare",193,1613,330
- -,YYZ,VIE,Lufthansa (LH),Lufthansa,4315,09:07,,,,,767,,,"Codeshare",193,1613,3320
- -,YYZ,VIE,Austrian Airlines (OS),Austrian Airlines,4315,09:07,,,,,767,,,"Codeshare",193,1613,491
- -,YYZ,VKO,Transaero Airlines (UN),Transaero Airlines,4651,09:48,,,,,777,,,"Direct",193,2988,5067
- -,YYZ,VRA,Air Canada (AC),Air Canada,1429,03:21,,,,,319,,,"Direct",193,1923,330
- -,YYZ,VRA,Air Transat (TS),Air Transat,1429,03:21,,,,,738,,,"Codeshare",193,1923,1317
- -,YYZ,VRA,WestJet (WS),WestJet,1429,03:21,,,,,73W 73H,,,"Direct",193,1923,5416
- -,YYZ,WAW,Air Canada (AC),Air Canada,4306,09:06,,,,,788,,,"Direct",193,679,330
- -,YYZ,WAW,LOT Polish Airlines (LO),LOT Polish Airlines,4306,09:06,,,,,788,,,"Direct",193,679,3210
- -,YYZ,YAM,Air Canada (AC),Air Canada,306,01:06,,,,,DH1,,,"Codeshare",193,21,330
- -,YYZ,YDF,Air Canada (AC),Air Canada,1120,02:44,,,,,E90,,,"Direct",193,45,330
- -,YYZ,YDF,WestJet (WS),WestJet,1120,02:44,,,,,73W,,,"Direct",193,45,5416
- -,YYZ,YEG,Air Canada (AC),Air Canada,1669,03:50,,,,,320 319 E90,,,"Direct",193,49,330
- -,YYZ,YEG,WestJet (WS),WestJet,1669,03:50,,,,,73W 73H,,,"Direct",193,49,5416
- -,YYZ,YFC,Air Canada (AC),Air Canada,658,01:48,,,,,DH4,,,"Codeshare",193,56,330
- -,YYZ,YGK,Air Canada (AC),Air Canada,155,00:48,,,,,BEH,,,"Codeshare",193,61,330
- -,YYZ,YHZ,Air Canada (AC),Air Canada,800,02:06,,,,,320 E90 319 763,,,"Direct",193,73,330
- -,YYZ,YHZ,KLM Royal Dutch Airlines (KL),KLM Royal Dutch Airlines,800,02:06,,,,,737,,,"Codeshare",193,73,3090
- -,YYZ,YHZ,WestJet (WS),WestJet,800,02:06,,,,,73W 736,,,"Direct",193,73,5416
- -,YYZ,YLW,WestJet (WS),WestJet,1903,04:18,,,,,73W,,,"Direct",193,87,5416
- -,YYZ,YMM,Air Canada (AC),Air Canada,1637,03:46,,,,,E90 320 319,,,"Direct",193,90,330
- -,YYZ,YMM,WestJet (WS),WestJet,1637,03:46,,,,,73W,,,"Direct",193,90,5416
- -,YYZ,YOW,Air Canada (AC),Air Canada,225,00:57,,,,,E90 319 320 763 E75,,,"Direct",193,100,330
- -,YYZ,YOW,WestJet (WS),WestJet,225,00:57,,,,,736 73W,,,"Direct",193,100,5416
- -,YYZ,YQB,Air Canada (AC),Air Canada,454,01:24,,,,,DH4,,,"Codeshare",193,111,330
- -,YYZ,YQB,Air Transat (TS),Air Transat,454,01:24,,,,,330,,,"Direct",193,111,1317
- -,YYZ,YQB,WestJet (WS),WestJet,454,01:24,,,,,73W,,,"Direct",193,111,5416
- -,YYZ,YQG,Air Canada (AC),Air Canada,193,00:53,,,,,319,,,"Direct",193,113,330
- -,YYZ,YQM,Air Canada (AC),Air Canada,749,01:59,,,,,DH4 CRJ,,,"Codeshare",193,117,330
- -,YYZ,YQM,WestJet (WS),WestJet,749,01:59,,,,,73W,,,"Direct",193,117,5416
- -,YYZ,YQR,Air Canada (AC),Air Canada,1259,03:01,,,,,E90,,,"Direct",193,120,330
- -,YYZ,YQR,KLM Royal Dutch Airlines (KL),KLM Royal Dutch Airlines,1259,03:01,,,,,73W,,,"Codeshare",193,120,3090
- -,YYZ,YQR,WestJet (WS),WestJet,1259,03:01,,,,,73W,,,"Direct",193,120,5416
- -,YYZ,YQT,Air Canada (AC),Air Canada,565,01:37,,,,,DH4 CRJ,,,"Codeshare",193,121,330
- -,YYZ,YQT,WestJet (WS),WestJet,565,01:37,,,,,73W 736,,,"Direct",193,121,5416
- -,YYZ,YQY,Air Canada (AC),Air Canada,970,02:26,,,,,CRJ,,,"Codeshare",193,126,330
- -,YYZ,YSB,Air Canada (AC),Air Canada,211,00:55,,,,,DH1,,,"Codeshare",193,133,330
- -,YYZ,YSJ,Air Canada (AC),Air Canada,685,01:52,,,,,DH4,,,"Codeshare",193,135,330
- -,YYZ,YTS,Air Canada (AC),Air Canada,348,01:11,,,,,DH1,,,"Codeshare",193,143,330
- -,YYZ,YUL,Air Canada (AC),Air Canada,314,01:07,,,,,319 321 320 E90 333 763 E75,,,"Direct",193,146,330
- -,YYZ,YUL,KLM Royal Dutch Airlines (KL),KLM Royal Dutch Airlines,314,01:07,,,,,73W,,,"Codeshare",193,146,3090
- -,YYZ,YUL,Lufthansa (LH),Lufthansa,314,01:07,,,,,333,,,"Codeshare",193,146,3320
- -,YYZ,YUL,Swiss International Air Lines (LX),Swiss International Air Lines,314,01:07,,,,,333,,,"Codeshare",193,146,4559
- -,YYZ,YUL,Air Transat (TS),Air Transat,314,01:07,,,,,310,,,"Direct",193,146,1317
- -,YYZ,YUL,United Airlines (UA),United Airlines,314,01:07,,,,,333,,,"Codeshare",193,146,5209
- -,YYZ,YUL,WestJet (WS),WestJet,314,01:07,,,,,73W 736,,,"Direct",193,146,5416
- -,YYZ,YVR,Air Canada (AC),Air Canada,2077,04:39,,,,,321 320 77W 763 77L 319 333,,,"Direct",193,156,330
- -,YYZ,YVR,Philippine Airlines (PR),Philippine Airlines,2077,04:39,,,,,773,,,"Direct",193,156,3952
- -,YYZ,YVR,WestJet (WS),WestJet,2077,04:39,,,,,73W 736 73H,,,"Direct",193,156,5416
- -,YYZ,YWG,Air Canada (AC),Air Canada,934,02:22,,,,,320 E90 319,,,"Direct",193,160,330
- -,YYZ,YWG,KLM Royal Dutch Airlines (KL),KLM Royal Dutch Airlines,934,02:22,,,,,737,,,"Codeshare",193,160,3090
- -,YYZ,YWG,WestJet (WS),WestJet,934,02:22,,,,,73W 736,,,"Direct",193,160,5416
- -,YYZ,YXE,Air Canada (AC),Air Canada,1372,03:14,,,,,E90,,,"Direct",193,166,330
- -,YYZ,YXE,WestJet (WS),WestJet,1372,03:14,,,,,73W,,,"Direct",193,166,5416
- -,YYZ,YXU,Air Canada (AC),Air Canada,88,00:40,,,,,DH1 DH4,,,"Codeshare",193,174,330
- -,YYZ,YYB,Air Canada (AC),Air Canada,185,00:52,,,,,DH1,,,"Codeshare",193,177,330
- -,YYZ,YYC,Air Canada (AC),Air Canada,1670,03:50,,,,,320 321 319,,,"Direct",193,178,330
- -,YYZ,YYC,WestJet (WS),WestJet,1670,03:50,,,,,73W 73H 736,,,"Direct",193,178,5416
- -,YYZ,YYG,Air Canada (AC),Air Canada,824,02:08,,,,,CRJ,,,"Codeshare",193,182,330
- -,YYZ,YYG,WestJet (WS),WestJet,824,02:08,,,,,73W 736,,,"Direct",193,182,5416
- -,YYZ,YYJ,Air Canada (AC),Air Canada,2092,04:41,,,,,320,,,"Direct",193,184,330
- -,YYZ,YYJ,WestJet (WS),WestJet,2092,04:41,,,,,73W,,,"Direct",193,184,5416
- -,YYZ,YYT,Air Canada (AC),Air Canada,1318,03:08,,,,,320 E90 319,,,"Direct",193,189,330
- -,YYZ,YYT,WestJet (WS),WestJet,1318,03:08,,,,,73W 73H,,,"Direct",193,189,5416
- -,YYZ,YZR,Air Canada (AC),Air Canada,142,00:47,,,,,BEH,,,"Codeshare",193,199,330
- -,YYZ,ZRH,Air Canada (AC),Air Canada,4030,08:33,,,,,333,,,"Direct",193,1678,330
- -,YYZ,ZRH,Swiss International Air Lines (LX),Swiss International Air Lines,4030,08:33,,,,,333,,,"Codeshare",193,1678,4559
